sid,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network
73230,type1,None,None,2.0,Non-Networked
73231,type1,None,None,1.0,Non-Networked
73232,type1,None,None,1.0,Non-Networked
73233,type1,None,None,2.0,Non-Networked
73235,type1,None,None,2.0,Non-Networked
73236,type1,None,None,2.0,Non-Networked
73237,type1,None,None,2.0,Non-Networked
73238,type1,None,None,2.0,Non-Networked
73239,type1,None,None,10.0,Non-Networked
73245,type1,None,None,2.0,ChargePoint Network
73270,type1,None,None,2.0,ChargePoint Network
73275,type1,None,None,2.0,ChargePoint Network
73276,type1,None,None,2.0,ChargePoint Network
73277,type1,None,None,2.0,ChargePoint Network
73278,type1,None,None,2.0,ChargePoint Network
73308,type1,None,2.0,4.0,Non-Networked
73311,type1,None,None,1.0,Non-Networked
73312,type1,None,None,1.0,Non-Networked
73314,type1,None,None,1.0,Non-Networked
73315,type1,None,None,1.0,Non-Networked
73316,type1,None,None,1.0,Non-Networked
73317,type1,None,None,1.0,Non-Networked
73318,type1,None,None,1.0,Non-Networked
73319,type1,None,None,3.0,Non-Networked
73321,type1,None,None,1.0,Non-Networked
73389,type1,None,None,10.0,Non-Networked
73406,chademo,1.0,None,1.0,Webasto
73406,type1,1.0,None,1.0,Webasto
73407,chademo,1.0,None,1.0,Webasto
73407,type1,1.0,None,1.0,Webasto
73408,chademo,1.0,None,1.0,Webasto
73408,type1,1.0,None,1.0,Webasto
73409,chademo,1.0,None,1.0,Webasto
73409,type1,1.0,None,1.0,Webasto
73410,chademo,1.0,None,1.0,Webasto
73410,type1,1.0,None,1.0,Webasto
73411,chademo,1.0,None,1.0,Webasto
73411,type1,1.0,None,1.0,Webasto
73412,chademo,1.0,None,1.0,Webasto
73412,type1,1.0,None,1.0,Webasto
73413,chademo,1.0,None,1.0,Webasto
73413,type1,1.0,None,1.0,Webasto
73414,chademo,1.0,None,1.0,Webasto
73414,type1,1.0,None,1.0,Webasto
73415,chademo,1.0,None,1.0,Webasto
73415,type1,1.0,None,1.0,Webasto
73416,chademo,1.0,None,1.0,Webasto
73416,type1,1.0,None,1.0,Webasto
73417,chademo,1.0,None,1.0,Webasto
73417,type1,1.0,None,1.0,Webasto
73418,chademo,1.0,None,None,Webasto
73419,chademo,1.0,None,1.0,Webasto
73419,type1,1.0,None,1.0,Webasto
73420,chademo,1.0,None,1.0,Webasto
73420,type1,1.0,None,1.0,Webasto
73421,chademo,1.0,None,1.0,Webasto
73421,type1,1.0,None,1.0,Webasto
73422,chademo,1.0,None,1.0,Webasto
73422,type1,1.0,None,1.0,Webasto
73423,chademo,1.0,None,1.0,Webasto
73423,type1,1.0,None,1.0,Webasto
73424,chademo,1.0,None,1.0,Webasto
73424,type1,1.0,None,1.0,Webasto
73425,chademo,1.0,None,1.0,Webasto
73425,type1,1.0,None,1.0,Webasto
73426,chademo,1.0,None,1.0,Webasto
73426,type1,1.0,None,1.0,Webasto
73427,chademo,1.0,None,1.0,Webasto
73427,type1,1.0,None,1.0,Webasto
73428,chademo,1.0,None,1.0,Webasto
73428,type1,1.0,None,1.0,Webasto
73429,chademo,1.0,None,1.0,Webasto
73429,type1,1.0,None,1.0,Webasto
73430,chademo,1.0,None,1.0,Webasto
73430,type1,1.0,None,1.0,Webasto
73431,chademo,1.0,None,1.0,Webasto
73431,type1,1.0,None,1.0,Webasto
73432,chademo,1.0,None,1.0,Webasto
73432,type1,1.0,None,1.0,Webasto
73433,chademo,1.0,None,1.0,Webasto
73433,type1,1.0,None,1.0,Webasto
73434,chademo,1.0,None,1.0,Webasto
73434,type1,1.0,None,1.0,Webasto
73436,chademo,1.0,None,1.0,Webasto
73436,type1,1.0,None,1.0,Webasto
73438,chademo,1.0,None,1.0,Webasto
73438,type1,1.0,None,1.0,Webasto
73439,chademo,1.0,None,1.0,Webasto
73439,type1,1.0,None,1.0,Webasto
73440,chademo,1.0,None,1.0,Webasto
73440,type1,1.0,None,1.0,Webasto
73441,chademo,1.0,None,None,Webasto
73442,chademo,1.0,None,1.0,Webasto
73442,type1,1.0,None,1.0,Webasto
73443,chademo,1.0,None,1.0,Webasto
73443,type1,1.0,None,1.0,Webasto
73444,chademo,1.0,None,1.0,Webasto
73444,type1,1.0,None,1.0,Webasto
73456,type1,None,None,2.0,ChargePoint Network
73465,type1,None,None,1.0,Non-Networked
73467,type1,None,None,1.0,Non-Networked
73468,type1,None,4.0,None,Non-Networked
73470,type1,None,None,1.0,Non-Networked
73472,type1,None,None,1.0,Non-Networked
73473,type1,None,None,5.0,Non-Networked
73502,type1,None,None,1.0,ChargePoint Network
73507,type1,None,None,2.0,ChargePoint Network
73514,chademo,1.0,None,None,Non-Networked
73514,ccs,1.0,None,None,Non-Networked
73515,type1,2.0,None,4.0,Non-Networked
73515,ccs,2.0,None,4.0,Non-Networked
73516,type1,None,None,8.0,Non-Networked
73517,type1,None,None,2.0,Non-Networked
73523,type1,None,None,2.0,ChargePoint Network
73525,type1,None,None,1.0,ChargePoint Network
73527,type1,None,None,1.0,ChargePoint Network
73529,type1,None,None,2.0,ChargePoint Network
73607,type1,None,None,2.0,Non-Networked
73608,type1,None,None,4.0,Non-Networked
73609,type1,None,None,2.0,ChargePoint Network
73698,type1,None,None,2.0,Non-Networked
73707,type1,None,None,1.0,ChargePoint Network
73712,type1,None,None,2.0,Non-Networked
73759,type1,None,None,1.0,Non-Networked
73764,type1,None,None,2.0,Non-Networked
73803,chademo,1.0,None,1.0,Non-Networked
73803,type1,1.0,None,1.0,Non-Networked
73803,ccs,1.0,None,1.0,Non-Networked
73807,type1,None,None,1.0,Non-Networked
73814,type1,None,None,1.0,Non-Networked
73848,type1,None,None,2.0,Non-Networked
73849,type1,None,None,2.0,Non-Networked
73850,type1,None,None,1.0,Non-Networked
73851,type1,None,None,2.0,Non-Networked
73852,type1,None,None,1.0,Non-Networked
73853,type1,None,None,2.0,Non-Networked
73855,type1,None,None,2.0,Non-Networked
73856,type1,None,None,2.0,Non-Networked
73857,type1,None,None,2.0,Non-Networked
73859,type1,None,None,2.0,Non-Networked
73861,type1,None,None,2.0,Non-Networked
73862,type1,None,None,2.0,Non-Networked
73863,type1,None,None,2.0,Non-Networked
73864,type1,None,None,1.0,Non-Networked
73903,type1,None,None,1.0,Non-Networked
73915,type1,None,None,2.0,ChargePoint Network
73916,type1,None,None,2.0,ChargePoint Network
73954,type1,None,None,2.0,ChargePoint Network
74037,type1,None,None,4.0,Non-Networked
74038,type1,None,None,2.0,Non-Networked
74044,type1,None,None,2.0,ChargePoint Network
74075,type1,None,None,1.0,ChargePoint Network
74087,type1,None,None,1.0,ChargePoint Network
74090,type1,None,None,2.0,Non-Networked
74100,type1,None,None,2.0,ChargePoint Network
74106,type1,None,None,2.0,ChargePoint Network
74107,type1,None,None,2.0,ChargePoint Network
74108,type1,None,None,2.0,ChargePoint Network
74127,type1,None,None,2.0,ChargePoint Network
74139,type1,None,None,2.0,Non-Networked
74141,type1,None,None,2.0,Non-Networked
74171,chademo,1.0,None,None,Non-Networked
74171,ccs,1.0,None,None,Non-Networked
74182,ccs,1.0,None,None,Non-Networked
74196,chademo,1.0,None,None,Non-Networked
74196,ccs,1.0,None,None,Non-Networked
74203,type1,None,None,2.0,ChargePoint Network
74212,chademo,2.0,None,1.0,OpConnect
74212,type1,2.0,None,1.0,OpConnect
74212,ccs,2.0,None,1.0,OpConnect
74213,chademo,1.0,None,1.0,Non-Networked
74213,type1,1.0,None,1.0,Non-Networked
74214,chademo,1.0,None,None,Non-Networked
74215,type1,None,None,2.0,Non-Networked
74216,type1,None,None,2.0,Non-Networked
74219,type1,None,None,2.0,ChargePoint Network
74267,type1,None,None,6.0,Non-Networked
74267,tesla,None,None,6.0,Non-Networked
74275,ccs,1.0,None,None,ChargePoint Network
74288,type1,None,None,1.0,Non-Networked
74301,type1,None,None,1.0,Non-Networked
74302,type1,None,None,2.0,Non-Networked
74303,type1,None,None,2.0,Non-Networked
74304,type1,None,None,2.0,Non-Networked
74311,type1,None,None,2.0,ChargePoint Network
74319,type1,None,None,2.0,ChargePoint Network
74325,type1,None,None,3.0,Non-Networked
74327,type1,None,None,2.0,ChargePoint Network
74329,type1,None,None,2.0,ChargePoint Network
74334,type1,None,None,2.0,ChargePoint Network
74335,type1,None,None,2.0,ChargePoint Network
74345,chademo,1.0,None,None,Non-Networked
74345,ccs,1.0,None,None,Non-Networked
74346,chademo,1.0,None,None,Non-Networked
74346,ccs,1.0,None,None,Non-Networked
74347,type1,None,None,4.0,Non-Networked
74349,type1,None,None,1.0,Non-Networked
74350,type1,None,None,2.0,Non-Networked
74361,type1,None,None,1.0,Non-Networked
74366,type1,None,None,2.0,ChargePoint Network
74367,type1,None,None,2.0,ChargePoint Network
74470,type1,None,None,2.0,OpConnect
74559,type1,None,None,2.0,ChargePoint Network
74561,type1,None,None,2.0,ChargePoint Network
74562,type1,None,None,2.0,ChargePoint Network
74563,type1,None,None,2.0,ChargePoint Network
74622,type1,None,None,1.0,Non-Networked
74624,type1,None,None,1.0,Non-Networked
74625,type1,None,None,1.0,Non-Networked
74631,type1,None,None,1.0,Non-Networked
74632,type1,None,None,1.0,Non-Networked
74640,type1,None,None,6.0,Non-Networked
74641,type1,None,None,10.0,Non-Networked
74642,type1,None,None,10.0,Non-Networked
74643,type1,None,None,10.0,Non-Networked
74644,type1,None,None,10.0,Non-Networked
74645,type1,None,None,10.0,Non-Networked
74646,type1,None,None,2.0,Non-Networked
74647,type1,None,None,100.0,Non-Networked
74648,type1,None,None,2.0,Non-Networked
74649,type1,None,None,18.0,Non-Networked
74663,type1,None,None,1.0,Non-Networked
74665,type1,None,None,1.0,Non-Networked
74667,type1,None,None,1.0,Non-Networked
74691,type1,None,None,2.0,ChargePoint Network
74693,type1,None,None,2.0,ChargePoint Network
74694,ccs,1.0,None,None,ChargePoint Network
74696,ccs,1.0,None,None,ChargePoint Network
74697,type1,None,None,2.0,ChargePoint Network
74705,type1,None,None,2.0,ChargePoint Network
74784,type1,None,None,1.0,Non-Networked
74805,type1,None,None,1.0,Non-Networked
74845,type1,None,None,2.0,Non-Networked
74902,type1,None,None,1.0,Non-Networked
74910,type1,None,None,1.0,ChargePoint Network
74947,type1,None,None,2.0,Non-Networked
74997,type1,None,None,2.0,ChargePoint Network
75012,type1,None,None,2.0,Non-Networked
75013,type1,None,None,2.0,Non-Networked
75014,type1,None,None,2.0,Non-Networked
75023,type1,None,None,3.0,Non-Networked
75060,chademo,1.0,None,None,Non-Networked
75077,type1,None,None,1.0,ChargePoint Network
75109,type1,None,None,2.0,ChargePoint Network
75111,type1,None,None,2.0,ChargePoint Network
75112,type1,None,None,1.0,ChargePoint Network
75113,type1,None,None,1.0,ChargePoint Network
75202,type1,None,None,2.0,Non-Networked
75294,chademo,1.0,None,None,ChargePoint Network
75294,ccs,1.0,None,None,ChargePoint Network
75314,type1,None,None,2.0,Non-Networked
75315,type1,None,None,2.0,Non-Networked
75317,type1,None,None,3.0,EVGATEWAY
75318,type1,None,None,3.0,EVGATEWAY
75319,type1,None,None,3.0,EVGATEWAY
75320,type1,None,None,3.0,EVGATEWAY
75367,type1,None,None,2.0,ChargePoint Network
75368,type1,None,None,2.0,ChargePoint Network
75376,type1,None,None,2.0,ChargePoint Network
75391,type1,None,None,2.0,ChargePoint Network
75404,type1,None,None,1.0,Non-Networked
75405,type1,None,None,1.0,Non-Networked
75406,type1,None,None,1.0,Non-Networked
75423,type1,None,None,1.0,Non-Networked
75424,type1,None,None,2.0,Non-Networked
75425,type1,None,None,1.0,Non-Networked
75429,type1,None,None,4.0,Non-Networked
75431,type1,None,None,1.0,Non-Networked
75432,type1,None,None,1.0,Non-Networked
75433,type1,None,None,2.0,Non-Networked
75434,type1,None,None,1.0,Non-Networked
75435,chademo,2.0,None,None,OpConnect
75435,ccs,2.0,None,None,OpConnect
75436,type1,None,None,1.0,Non-Networked
75437,type1,None,None,4.0,Non-Networked
75454,type1,None,None,2.0,ChargePoint Network
75456,type1,None,None,2.0,ChargePoint Network
75468,type1,None,None,4.0,Non-Networked
75472,chademo,1.0,None,None,Non-Networked
75480,type1,None,None,1.0,Non-Networked
75481,type1,None,None,2.0,Non-Networked
75489,type1,None,None,4.0,OpConnect
75492,type1,None,None,4.0,OpConnect
75497,type1,None,None,2.0,Non-Networked
75502,type1,None,None,2.0,ChargePoint Network
75507,type1,None,None,2.0,ChargePoint Network
75526,type1,None,None,2.0,ChargePoint Network
75527,type1,None,None,1.0,ChargePoint Network
75535,type1,None,None,2.0,ChargePoint Network
75540,type1,None,None,2.0,ChargePoint Network
75577,type1,None,None,1.0,Non-Networked
75578,type1,None,None,2.0,Non-Networked
75581,type1,None,None,2.0,ChargePoint Network
75597,type1,None,None,2.0,ChargePoint Network
75603,type1,None,None,4.0,Non-Networked
75605,type1,None,None,2.0,Non-Networked
75607,type1,None,None,1.0,Non-Networked
75608,type1,None,None,2.0,Non-Networked
75614,type1,None,None,2.0,Non-Networked
75616,type1,None,None,1.0,Non-Networked
75617,nema520,None,1.0,None,Non-Networked
75618,chademo,1.0,None,1.0,Non-Networked
75618,type1,1.0,None,1.0,Non-Networked
75619,type1,None,None,1.0,Non-Networked
75623,type1,None,None,2.0,Non-Networked
75624,type1,None,3.0,1.0,Non-Networked
75624,nema1450,None,3.0,1.0,Non-Networked
75625,type1,None,1.0,1.0,Non-Networked
75625,nema1450,None,1.0,1.0,Non-Networked
75629,type1,None,None,2.0,ChargePoint Network
75630,type1,None,None,2.0,ChargePoint Network
75631,type1,None,None,2.0,ChargePoint Network
75643,type1,None,None,2.0,ChargePoint Network
75651,type1,None,None,2.0,ChargePoint Network
75653,type1,None,None,2.0,ChargePoint Network
75670,type1,None,None,1.0,ChargePoint Network
75671,type1,None,None,2.0,ChargePoint Network
75681,type1,None,None,2.0,ChargePoint Network
75690,type1,None,None,2.0,Non-Networked
75692,type1,None,None,6.0,Non-Networked
75693,type1,None,None,2.0,Non-Networked
75694,type1,None,None,2.0,Non-Networked
75696,type1,None,None,2.0,ChargePoint Network
75697,type1,None,None,2.0,ChargePoint Network
75700,type1,None,None,2.0,ChargePoint Network
75722,type1,None,None,6.0,Non-Networked
75723,type1,None,None,1.0,Non-Networked
75724,type1,None,None,2.0,Non-Networked
75774,type1,None,None,1.0,ChargePoint Network
75777,type1,None,None,1.0,Non-Networked
75830,type1,None,None,1.0,Non-Networked
75842,type1,None,None,8.0,Non-Networked
75910,type1,None,None,2.0,ChargePoint Network
75926,type1,None,None,2.0,ChargePoint Network
75944,type1,None,None,2.0,Non-Networked
75964,type1,None,None,2.0,ChargePoint Network
75973,type1,None,None,2.0,ChargePoint Network
75996,type1,None,None,1.0,Non-Networked
75997,type1,None,None,1.0,Non-Networked
76084,type1,None,None,1.0,Non-Networked
76085,type1,None,None,1.0,Non-Networked
76127,type1,None,None,2.0,ChargePoint Network
76138,type1,None,None,1.0,ChargePoint Network
76147,type1,None,None,2.0,ChargePoint Network
76149,type1,None,None,2.0,ChargePoint Network
76160,type1,None,None,2.0,ChargePoint Network
76161,type1,None,None,2.0,ChargePoint Network
76199,type1,None,None,1.0,ChargePoint Network
76219,type1,None,None,2.0,ChargePoint Network
76231,type1,None,None,2.0,ChargePoint Network
76232,type1,None,None,1.0,Non-Networked
76233,type1,None,None,1.0,Non-Networked
76238,type1,None,None,2.0,ChargePoint Network
76239,type1,None,None,2.0,ChargePoint Network
76241,type1,None,None,2.0,ChargePoint Network
76250,type1,None,None,2.0,Non-Networked
76251,chademo,1.0,None,None,Non-Networked
76255,type1,None,None,2.0,Non-Networked
76256,type1,None,None,2.0,Non-Networked
76257,type1,None,None,5.0,Non-Networked
76258,type1,None,None,2.0,Non-Networked
76259,type1,None,None,2.0,Non-Networked
76260,type1,None,None,2.0,Non-Networked
76261,type1,None,None,2.0,Non-Networked
76266,type1,None,2.0,2.0,Non-Networked
76266,nema515,None,2.0,2.0,Non-Networked
76277,type1,None,None,2.0,Non-Networked
76280,type1,None,None,1.0,Non-Networked
76285,type1,None,None,2.0,ChargePoint Network
76310,type1,None,None,2.0,ChargePoint Network
76335,type1,None,None,2.0,ChargePoint Network
76339,type1,None,None,2.0,ChargePoint Network
76342,type1,None,None,2.0,ChargePoint Network
76344,type1,None,None,2.0,ChargePoint Network
76345,type1,None,None,2.0,ChargePoint Network
76346,type1,None,None,2.0,ChargePoint Network
76381,type1,None,None,1.0,Non-Networked
76386,type1,None,None,2.0,Non-Networked
76387,type1,None,None,2.0,Non-Networked
76392,type1,None,None,2.0,ChargePoint Network
76398,type1,None,None,1.0,ChargePoint Network
76506,type1,None,None,2.0,ChargePoint Network
76523,type1,None,None,2.0,ChargePoint Network
76530,type1,None,None,2.0,Non-Networked
76532,type1,None,None,2.0,ChargePoint Network
76533,type1,None,None,2.0,ChargePoint Network
76538,type1,None,None,2.0,ChargePoint Network
76673,chademo,2.0,None,None,Non-Networked
76673,ccs,2.0,None,None,Non-Networked
76682,chademo,1.0,None,None,Non-Networked
76684,chademo,1.0,None,None,Non-Networked
76694,chademo,1.0,None,None,Non-Networked
76699,chademo,1.0,None,None,Non-Networked
76704,chademo,1.0,None,None,Non-Networked
76705,chademo,1.0,None,None,Non-Networked
76711,type1,None,None,1.0,Non-Networked
76721,type1,None,None,2.0,POWERFLEX
76722,type1,None,None,2.0,POWERFLEX
76723,nema1450,None,10.0,None,Non-Networked
76724,type1,None,None,1.0,Non-Networked
76725,type1,None,None,6.0,Non-Networked
76731,chademo,1.0,None,None,ChargePoint Network
76731,ccs,1.0,None,None,ChargePoint Network
76732,type1,None,None,2.0,ChargePoint Network
76741,type1,None,None,1.0,Non-Networked
76748,type1,None,None,1.0,Non-Networked
76808,type1,None,None,1.0,Non-Networked
76836,type1,None,None,2.0,ChargePoint Network
76839,type1,None,None,2.0,ChargePoint Network
76842,type1,None,None,2.0,ChargePoint Network
76843,type1,None,None,2.0,ChargePoint Network
76844,type1,None,None,2.0,ChargePoint Network
76852,type1,None,None,2.0,ChargePoint Network
76853,type1,None,None,2.0,ChargePoint Network
76855,type1,None,None,2.0,ChargePoint Network
76857,type1,None,None,2.0,ChargePoint Network
76858,type1,None,None,2.0,ChargePoint Network
76859,type1,None,None,2.0,ChargePoint Network
76861,type1,None,None,2.0,ChargePoint Network
76862,chademo,1.0,None,None,ChargePoint Network
76862,ccs,1.0,None,None,ChargePoint Network
76881,chademo,1.0,None,1.0,Non-Networked
76881,type1,1.0,None,1.0,Non-Networked
76882,chademo,1.0,None,2.0,Non-Networked
76882,type1,1.0,None,2.0,Non-Networked
76885,type1,None,None,2.0,ChargePoint Network
76898,type1,None,None,2.0,ChargePoint Network
76907,type1,None,None,2.0,AMPUP
76908,type1,None,None,2.0,AMPUP
76909,type1,None,None,17.0,AMPUP
76911,type1,None,None,1.0,Non-Networked
76913,type1,None,None,1.0,Non-Networked
76914,type1,None,None,4.0,Non-Networked
76915,type1,None,None,2.0,Non-Networked
76917,type1,None,None,2.0,ChargePoint Network
76920,type1,None,None,2.0,ChargePoint Network
76924,type1,None,None,2.0,ChargePoint Network
76925,type1,None,None,2.0,ChargePoint Network
76928,type1,None,None,1.0,Non-Networked
76939,type1,None,None,2.0,ChargePoint Network
76959,type1,None,None,2.0,Non-Networked
76963,type1,None,None,2.0,ChargePoint Network
76967,type1,None,None,1.0,ChargePoint Network
76981,type1,None,None,2.0,ChargePoint Network
76986,type1,None,None,2.0,ChargePoint Network
76993,type1,None,None,2.0,ChargePoint Network
76994,type1,None,None,2.0,ChargePoint Network
76998,chademo,1.0,None,None,ChargePoint Network
76998,ccs,1.0,None,None,ChargePoint Network
77013,type1,None,None,2.0,Non-Networked
77033,type1,None,None,2.0,Non-Networked
